"date",total
"2012-05-18",284.94
"2012-05-19",284.94
"2012-05-20",284.94
"2012-05-21",284.94
"2012-05-22",284.94
"2012-05-23",284.94
"2012-05-24",284.94
"2012-05-25",284.94
"2012-05-26",284.94
"2012-05-27",284.94
"2012-05-28",284.94
"2012-05-29",284.94
"2012-05-30",284.94
"2012-05-31",284.94
"2012-06-01",284.94
"2012-06-02",284.94
"2012-06-03",284.94
"2012-06-04",284.94
"2012-06-05",284.94
"2012-06-06",284.94
"2012-06-07",284.94
"2012-06-08",284.94
"2012-06-09",284.94
"2012-06-10",284.94
"2012-06-11",284.94
"2012-06-12",284.94
"2012-06-13",284.94
"2012-06-14",284.94
"2012-06-15",284.94
"2012-06-16",284.94
"2012-06-17",284.94
"2012-06-18",284.94
"2012-06-19",284.94
"2012-06-20",284.94
"2012-06-21",284.94
"2012-06-22",284.94
"2012-06-23",284.94
"2012-06-24",284.94
"2012-06-25",284.94
"2012-06-26",284.94
"2012-06-27",284.94
"2012-06-28",284.94
"2012-06-29",284.94
"2012-06-30",284.94
"2012-07-01",284.94
"2012-07-02",284.94
"2012-07-03",284.94
"2012-07-04",284.94
"2012-07-05",284.94
"2012-07-06",284.94
"2012-07-07",284.94
"2012-07-08",284.94
"2012-07-09",285.80
"2012-07-10",286.58
"2012-07-11",287.39
"2012-07-12",287.39
"2012-07-13",287.39
"2012-07-14",287.39
"2012-07-15",287.39
"2012-07-16",288.30
"2012-07-17",289.05
"2012-07-18",289.86
"2012-07-19",289.86
"2012-07-20",289.86
"2012-07-21",289.86
"2012-07-22",289.86
"2012-07-23",290.69
"2012-07-24",291.46
"2012-07-25",292.28
"2012-07-26",292.28
"2012-07-27",292.28
"2012-07-28",292.28
"2012-07-29",292.28
"2012-07-30",293.16
"2012-07-31",293.95
"2012-08-01",294.76
"2012-08-02",294.76
"2012-08-03",294.76
"2012-08-04",294.76
"2012-08-05",294.76
"2012-08-06",295.65
"2012-08-07",296.44
"2012-08-08",297.28
"2012-08-09",297.28
"2012-08-10",297.28
"2012-08-11",297.28
"2012-08-12",297.28
"2012-08-13",298.10
"2012-08-14",298.89
"2012-08-15",299.75
"2012-08-16",299.75
"2012-08-17",299.75
"2012-08-18",299.75
"2012-08-19",299.75
"2012-08-20",300.66
"2012-08-21",301.45
"2012-08-22",302.28
"2012-08-23",302.28
"2012-08-24",302.28
"2012-08-25",302.28
"2012-08-26",302.28
"2012-08-27",302.28
"2012-08-28",303.06
"2012-08-29",303.90
"2012-08-30",303.90
"2012-08-31",303.90
"2012-09-01",303.90
"2012-09-02",303.90
"2012-09-03",304.75
"2012-09-04",305.55
"2012-09-05",306.40
"2012-09-06",306.40
"2012-09-07",306.40
"2012-09-08",306.40
"2012-09-09",306.40
"2012-09-10",307.26
"2012-09-11",308.06
"2012-09-12",308.87
"2012-09-13",308.87
"2012-09-14",308.87
"2012-09-15",308.87
"2012-09-16",308.87
"2012-09-17",309.75
"2012-09-18",310.55
"2012-09-19",311.37
"2012-09-20",311.37
"2012-09-21",311.37
"2012-09-22",311.37
"2012-09-23",311.37
"2012-09-24",312.26
"2012-09-25",313.06
"2012-09-26",313.87
"2012-09-27",313.87
"2012-09-28",313.87
"2012-09-29",313.87
"2012-09-30",313.87
"2012-10-01",314.75
"2012-10-02",315.53
"2012-10-03",316.34
"2012-10-04",316.34
"2012-10-05",316.34
"2012-10-06",316.34
"2012-10-07",316.34
"2012-10-08",317.23
"2012-10-09",318.02
"2012-10-10",318.88
"2012-10-11",318.88
"2012-10-12",318.88
"2012-10-13",318.88
"2012-10-14",318.88
"2012-10-15",319.80
"2012-10-16",320.58
"2012-10-17",321.43
"2012-10-18",321.43
"2012-10-19",321.43
"2012-10-20",321.43
"2012-10-21",321.43
"2012-10-22",322.31
"2012-10-23",323.11
"2012-10-24",323.97
"2012-10-25",323.97
"2012-10-26",323.97
"2012-10-27",323.97
"2012-10-28",323.97
"2012-10-29",324.95
"2012-10-30",325.91
"2012-10-31",326.72
"2012-11-01",326.72
"2012-11-02",326.72
"2012-11-03",326.72
"2012-11-04",326.72
"2012-11-05",326.72
"2012-11-06",326.72
"2012-11-07",326.72
"2012-11-08",326.72
"2012-11-09",326.72
"2012-11-10",326.72
"2012-11-11",326.72
"2012-11-12",326.72
"2012-11-13",326.72
"2012-11-14",326.72
"2012-11-15",326.72
"2012-11-16",326.72
"2012-11-17",326.72
"2012-11-18",326.72
"2012-11-19",326.72
"2012-11-20",326.72
"2012-11-21",326.72
"2012-11-22",326.72
"2012-11-23",326.72
"2012-11-24",326.72
"2012-11-25",326.72
"2012-11-26",326.72
"2012-11-27",326.72
"2012-11-28",326.72
"2012-11-29",326.72
"2012-11-30",326.72
"2012-12-01",326.72
"2012-12-02",326.72
"2012-12-03",326.72
"2012-12-04",326.72
"2012-12-05",326.72
"2012-12-06",326.72
"2012-12-07",326.72
"2012-12-08",326.72
"2012-12-09",326.72
"2012-12-10",326.72
"2012-12-11",326.72
"2012-12-12",326.72
"2012-12-13",326.72
"2012-12-14",326.72
"2012-12-15",326.72
"2012-12-16",326.72
"2012-12-17",326.72
"2012-12-18",326.72
"2012-12-19",326.72
"2012-12-20",326.72
"2012-12-21",326.72
"2012-12-22",326.72
"2012-12-23",326.72
"2012-12-24",326.72
"2012-12-25",326.72
"2012-12-26",326.72
"2012-12-27",326.72
"2012-12-28",326.72
"2012-12-29",326.72
"2012-12-30",326.72
"2012-12-31",326.72
"2013-01-01",326.72
"2013-01-02",326.72
"2013-01-03",326.72
"2013-01-04",326.72
"2013-01-05",326.72
"2013-01-06",326.72
"2013-01-07",326.72
"2013-01-08",326.72
"2013-01-09",326.72
"2013-01-10",326.72
"2013-01-11",326.72
"2013-01-12",326.72
"2013-01-13",326.72
"2013-01-14",326.72
"2013-01-15",326.72
"2013-01-16",326.72
"2013-01-17",326.72
"2013-01-18",326.72
"2013-01-19",326.72
"2013-01-20",326.72
"2013-01-21",326.72
"2013-01-22",326.72
"2013-01-23",326.72
"2013-01-24",326.72
"2013-01-25",326.72
"2013-01-26",326.72
"2013-01-27",326.72
"2013-01-28",326.72
"2013-01-29",326.72
"2013-01-30",326.72
"2013-01-31",326.72
"2013-02-01",326.72
"2013-02-02",326.72
"2013-02-03",326.72
"2013-02-04",326.72
"2013-02-05",326.72
"2013-02-06",326.72
"2013-02-07",326.72
"2013-02-08",326.72
"2013-02-09",326.72
"2013-02-10",326.72
"2013-02-11",326.72
"2013-02-12",326.72
"2013-02-13",326.72
"2013-02-14",326.72
"2013-02-15",326.72
"2013-02-16",326.72
"2013-02-17",326.72
"2013-02-18",326.72
"2013-02-19",326.72
"2013-02-20",326.72
"2013-02-21",326.72
"2013-02-22",326.72
"2013-02-23",326.72
"2013-02-24",326.72
"2013-02-25",326.72
"2013-02-26",326.72
"2013-02-27",326.72
"2013-02-28",326.72
"2013-03-01",326.72
"2013-03-02",326.72
"2013-03-03",326.72
"2013-03-04",326.72
"2013-03-05",326.72
"2013-03-06",326.72
"2013-03-07",326.72
"2013-03-08",326.72
"2013-03-09",326.72
"2013-03-10",326.72
"2013-03-11",327.69
"2013-03-12",328.59
"2013-03-13",329.53
"2013-03-14",329.53
"2013-03-15",329.53
"2013-03-16",329.53
"2013-03-17",329.53
"2013-03-18",330.52
"2013-03-19",331.41
"2013-03-20",331.41
"2013-03-21",331.41
"2013-03-22",331.41
"2013-03-23",331.41
"2013-03-24",331.41
"2013-03-25",332.41
